Genart-Nr	Genart-Desc-DE	Genart-Desc-EN	BauGruppe-DE	BauGruppe-EN	ART-Bezeichng-DE	ART-Bezeichng-EN	Verwendungszweck-DE	Verwendungszweck-EN	K24-Bezeichng	IsUniversalGenericArticle	IsDangerousGoods	IsHazardousSubstance	DataSupplier:Link
2510	Vorschaltgerät, Gasentladungslampe	Ballast, gas discharge lamp	Beleuchtung, Universal	Lighting System, universal	Schaltgerät	Control Unit	Gasentladungslampe	Gas Discharge Lamp	elektrische Bauteile sonstiges	1	0	0	Tec Doc
5544	Vorschlaghammer	Sledgehammer	Werkzeug, Universal	Tool, universal	Hammer	Hammer	Vorschlaghammer	Sledgehammer	Handwerkzeuge	1	0	0	Tec Doc
10547	Vorschlaghammer	Sledgehammer	Hämmer	Hämmer	Hämmer	Hämmer	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
2568	Vorspannring, Kupplungsdruckplatte	Clamping Ring, pressure plate	Werkzeug, Universal	Tool, universal	Spannring	Clamping Ring	Kupplungsdruckplattenvorspannung	Clutch Pressure Plate Clamping	Kupplung sonstiges	1	0	0	Tec Doc
350	Vorspannzylinder	Pretensioning Cylinder	Druckluftanlage	Compressed-air System	Zylinder	Cylinder	Vorspannzylinder	Pretensioning Cylinder	Druckluftanlage sonstiges	0	0	0	Tec Doc
6757	Vorstecher	Awl	Werkzeug, Universal	Tool, universal	Vorstecher	Awl	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
1841	Vorwärmbox, Kartuschen	Preheating Box, cartridges	Verarbeitungsgeräte	Machining Equipment	Vorwärmbox	Preheating Box	Kartuschen	Cartridge	Werkzeugverbrauchsmaterial	1	0	0	Tec Doc
3965	Vorwiderstand, Einspritzventil	Pre-resistor, injector	Gemischaufbereitung	Mixture Formation	Widerstand	Resistor	Einspritzventil	Injector	Einspritzanlage	0	0	0	Tec Doc
4145	Vorwiderstand, Elektromotor-Kühlerlüfter	Pre-resistor, electro motor radiator fan	Kühlung	Cooling System	Widerstand	Resistor	Elektromotor-Kühlerlüfter	Electro motor radiator fan	elektrische Bauteile sonstiges	0	0	0	Tec Doc
709	Vorwiderstand, Glühanlage	Pre-resistor, glow plug system	Glühanlage	Glow Ignition System	Widerstand	Resistor	Vorwiderstand	Input Resistance	elektrische Bauteile sonstiges	0	0	0	Tec Doc
2391	Vorwiderstand, Klimalüfter	Pre-resistor, blower	Klimaanlage	Air Conditioning	Widerstand	Resistor	Lüfter	Fan	Einzel- und Kleinteile Heizung & Klima	0	0	0	Tec Doc
2151	Vorwiderstand, Kraftstoffpumpe	Additional Resistor, fuel pump	Kraftstoffförderanlage	Fuel Supply System	Widerstand	Resistor	Kraftstoffpumpe	Fuel Pump	elektrische Bauteile sonstiges	0	0	0	Tec Doc
706	Vorwiderstand, Zündanlage	Ballast Resistor, ignition system	Zündanlage	Ignition System	Widerstand	Resistor	Vorwiderstand	Input Resistance	elektrische Bauteile sonstiges	0	0	0	Tec Doc
7061	Vulkanisierfaden	Vulcanising Thread	Werkstattausrüstung	Workshop Equipment	Vulkanisierfaden	Vulcanising Thread	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
7059	Vulkanisiernadel	Vulcanising Needle	Werkstattausrüstung	Workshop Equipment	Vulkanisiernadel	Vulcanising Needle	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
7060	Vulkanisierraspel	Vulcanising Rasp	Werkstattausrüstung	Workshop Equipment	Vulkanisierraspel	Vulcanising Rasp	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
26878	WABCO Artikel	WABCO items	NULL	NULL	WABCO Artikel	WABCO Artikel	NULL	NULL	Zubehör sonstiges	1	0	0	DVSE
12505	Wachs	Wax	NULL	NULL	Wachs	NULL	NULL	NULL	Fahrzeugpflege sonstiges	1	1	1	DVSE
300112	Wachsentferner	Wax remover	Chemische Produkte	Chemical Products	Wachsentferner	NULL	NULL	NULL	Außen und Lack	1	0	1	K24
16489	Wagenheber	Jack	NULL	NULL	Wagenheber	Wagenheber	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
4710	Wagenheber	Jack	Werkstattgeräte	Workshop Devices	Wagenheber	Jack	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
1650	Wähl-/Schaltstange	Selector-/Shift Rod	Schaltgetriebe	Manual Transmission	Stange	Rod	Wähl-/Schaltstange	Selector-/Shift Rod	Schaltgetriebe sonstiges	0	0	0	Tec Doc
2764	Wählhebelmodul, Getriebeschaltung	Selector Lever Module, transmission shift	Schaltgetriebe	Manual Transmission	Sensor	Sensor	Getriebeschaltung	Transmission Shifting	Schaltgetriebe sonstiges	0	0	0	Tec Doc
8507	Walzendreher, Glühkerze	Roller Turner, glow plugs	Spezialwerkzeug, Universal	Special Tools, universal	Walzendreher	Roller Turner	Glühkerze	Glow Plug	Werkzeuge sonstiges	1	0	0	Tec Doc
5543	Walzenfräser	Cylindrical Milling Cutter	Werkzeug, Universal	Tool, universal	Fräser	Milling Cutter	Walzenfräser	Cylindrical Milling Cutter	Handwerkzeuge	1	0	0	Tec Doc
1626	Wälzlager, Federbeinstützlager	Rolling Bearing, suspension strut support mounting	Radaufhängung	Wheel Suspension	Lager	Bearing	Federbeinstützlager	Top Strut Mounting	Federbeinlager	0	0	0	Tec Doc
3776	Wälzlagerfett	Anti-friction Bearing Grease	Chemische Produkte	Chemical Products	Schmierstoff	Lubricant	Wälzlagerfett	Anti-friction Bearing Grease	Fahrzeugchemie sonstiges	1	0	1	Tec Doc
300145	Wandhalter	Wall bracket	NULL	NULL	Wandhalter	NULL	NULL	NULL	Werkstatt-Organisation	1	0	0	k24
4354	Wandhalterung, Anhängekupplungsträger	Wall Mounting, tow bar carrier	Transportvorrichtung, Universal	Carrier Unit, Universal	Halterung	Bracket	Anhängekupplungsträger	Towbar Carrier	Lastenträger	1	0	0	Tec Doc
6229	Wandhalterung, Handreiniger	Wall Mounting, hand cleaner	Werkstattausrüstung	Workshop Equipment	Halterung	Bracket	Handreiniger	Hand Cleaner	Zubehör sonstiges	1	0	0	Tec Doc
4396	Wandhalterung, Kabelspule	Wall Mounting, cable spool	Werkstattgeräte	Workshop Devices	Halterung	Bracket	Kabelspule	Cable Spool	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
4671	Wandhalterung, Kraftstoffleitung	Wall Mounting, fuel lines	Werkstattgeräte	Workshop Devices	Halterung	Bracket	Kraftstoffleitung	Fuel Line	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6450	Wandhalterung, Putz-Papierrolle	Wall Holder, cleaning paper roll	Werkstattausrüstung	Workshop Equipment	Halterung	Bracket	Putz-Papierrolle	Cleaning Paper Roll	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
19389	Wandschutz	Wall protection	NULL	NULL	Wandschutz	Wandschutz	NULL	NULL	Zubehör sonstiges	1	0	0	DVSE
10043	Warenträgersysteme	Showroom shelf/ Stand	NULL	NULL	Warenträgersysteme	NULL	NULL	NULL	Lastenträger	1	0	0	DVSE
8213	Wärmebildkamera	Thermal Imaging Camera	Werkstattausrüstung	Workshop Equipment	Wärmebildkamera	Thermal Imaging Camera	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
8904	Wärmeisolierung, Hitzeschutzblech	Thermal Insulation, heat shield	Abgasanlage, Universal	Exhaust System, universal	Wärmeisolierung	Thermal Insulation	Hitzeschutzblech	Heat Shield	Abgasanlage sontiges	1	0	0	Tec Doc
2793	Wärmeschrumpfschlauch	Heatshrink Tube	Normteile	Standard Parts	Schlauchleitung	Hose Line	Wärmeschrumpfschlauch	Heatshrink Tube	DIN / Normteile sonstiges	1	0	0	Tec Doc
3966	Wärmeschutzscheibe, Einspritzanlage	Heat Shield, injection system	Gemischaufbereitung	Mixture Formation	Schutzscheibe	Heat Shield	Wärmeschutz	Thermal Protection	Einspritzanlage	0	0	0	Tec Doc
467	Wärmetauscher, Innenraumheizung	Heat Exchanger, interior heating	Heizung/Lüftung	Heating/Ventilation	Wärmetauscher	Heat Exchanger	Innenraumheizung	Interior Heating	Wärmetauscher	0	0	0	Tec Doc
3967	Warmlaufregler	Warm-up Regulator	Gemischaufbereitung	Mixture Formation	Regler	Regulator	Warmlaufphase	Warm-upPhase	Gemischaufbereitung sonstiges	0	0	0	Tec Doc
993	Warmluftfangblech	Warm Air Deflector Plate	Luftversorgung	Air Supply	Blech	Shield	Warmluftfangblech	Warm Air Deflector Plate	Karosserie Blech sonstiges	0	0	0	Tec Doc
1573	Warmluftkanal	Warm Air Duct	Karosserie	Body	Rohrleitung	Pipe	Warmluft	Warm Air	Karosserie Montageteile	0	0	0	Tec Doc
802	Warnblinkrelais	Hazard Lights Relay	Signalanlage	Signal System	Relais	Relay	Warnblinker	Hazard Lights	elektrische Bauteile sonstiges	0	0	0	Tec Doc
2521	Warnblinkschalter	Hazard Light Switch	Signalanlage, Universal	Signal System, universal	Schalter	Switch	Warnblinker	Hazard Lights	Schalter Innenraum	1	0	0	Tec Doc
816	Warnblinkschalter	Hazard Light Switch	Signalanlage	Signal System	Schalter	Switch	Warnblinker	Hazard Lights	Schalter Innenraum	0	0	0	Tec Doc
995	Warndreieck	Emergency Triangle	Sicherheitssysteme	Safety Systems	Warndreieck	Emergency Triangle	NULL	NULL	Zubehör sonstiges	0	0	0	Tec Doc
2656	Warndreieck	Emergency Triangle	Sicherheitssysteme, Universal	Security Systems, universal	Warndreieck	Emergency Triangle	NULL	NULL	Zubehör sonstiges	1	0	0	Tec Doc
407	Warnkontakt, Bremsbelagverschleiß	Warning Contact, brake pad wear	Bremsanlage	Braking System	Kontakt	Contact	Belagverschleiß	Lining Wear	Warnkontakte	0	0	0	Tec Doc
3373	Warnkontakt, Bremsbelagverschleiß (Hochleistungsbremse)	Warning Contact, brake pad wear (high performance brakes)	Bremsanlage	Braking System	Kontakt (Hochleistungsbremse)	Contact (high performance brakes)	Hochleistungsbremse	High Performance Brakes	Warnkontakte	0	0	0	Tec Doc
3403	Warnkontaktsatz, Bremsbelagverschleiß	Warning Contact Set, brake pad wear	Bremsanlage	Braking System	Kontaktsatz	Contact Breaker Set	Belagverschleiß	Lining Wear	Warnkontakte	0	0	0	Tec Doc
996	Warnleuchte	Warning Light	Sicherheitssysteme, Universal	Security Systems, universal	Leuchte	Light	Warnleuchte	Warning Light	Zubehör sonstiges	1	0	0	Tec Doc
4728	Warnmarkierung	Warning Marking	Sicherheitssysteme, Universal	Security Systems, universal	Warnmarkierung	Warning Marking	NULL	NULL	Zubehör sonstiges	1	0	0	Tec Doc
4729	Warnmarkierungssatz	Warning Marking Set	Sicherheitssysteme, Universal	Security Systems, universal	Warnmarkierungssatz	Warning Marking Set	NULL	NULL	Zubehör sonstiges	1	0	0	Tec Doc
6388	Warnschild	Warning Sign	Normteile	Standard Parts	Warnschild	Warning Sign	Elektrische Spannung	Electrical Voltage	DIN / Normteile sonstiges	1	0	0	Tec Doc
19163	Warntafel	Warning sign	NULL	NULL	Warntafel	NULL	NULL	NULL	Zubehör sonstiges	1	0	0	DVSE
997	Warnweste	Safety Vest	Sicherheitssysteme, Universal	Security Systems, universal	Warnweste	Safety Vest	NULL	NULL	Zubehör sonstiges	1	0	0	Tec Doc
5300	Wartungseinheit, Drucklufttechnik	Maintenance Unit, compressed air system	Werkstattausrüstung	Workshop Equipment	Wartungseinheit	Maintenance Unit	Drucklufttechnik	Compressed Air Systems	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
9211	Wartungsservice, Drehmomentschlüssel	Maintenance Service, torque wrench	Werkzeug, Universal	Tool, universal	Wartungsservice	Maintenance Service	Drehmomentschlüssel	Torque Wrench	Handwerkzeuge	1	0	0	Tec Doc
7412	Wartungsservice, Drucklufttechnik	Maintenance Service, compressed air	Werkstattausrüstung	Workshop Equipment	Wartungsservice	Maintenance Service	Drucklufttechnik	Compressed Air Systems	Handwerkzeuge	1	0	0	Tec Doc
10039	Waschanlagenprodukte	Wash plant items	NULL	NULL	Waschanlagenprodukte	NULL	NULL	NULL	Waschanlagenprodukte	1	0	0	DVSE
7508	Waschhandschuh	Washing Glove	Werkstattausrüstung	Workshop Equipment	Waschhandschuh	Washing Glove	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
7630	Waschpolitur	Washing Polish	Chemische Produkte	Chemical Products	Waschpolitur	Washing Polish	NULL	NULL	Fahrzeugpflege sonstiges	1	1	1	Tec Doc
837	Waschwasserbehälter, Scheibenreinigung	Washer Fluid Tank, window cleaning	Scheibenreinigung	Window Cleaning	Behälter	Tank	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
2900	Waschwasserbehälter, Scheibenreinigung	Washer Fluid Tank, window cleaning	Scheibenreinigung, Universal	Window Cleaning, universal	Behälter	Tank	Waschwasser	Washing Water	Wischerzubehör	1	0	0	Tec Doc
1301	Waschwasserbehälter, Scheinwerferreinigung	Washer Fluid Tank, headlight cleaning	Scheinwerferreinigung	Headlight Cleaning	Behälter	Tank	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
303	Waschwasserdüse, Scheibenreinigung	Washer Fluid Jet, windscreen	Scheibenreinigung	Window Cleaning	Düse	Nozzle	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
2901	Waschwasserdüse, Scheibenreinigung	Washer Fluid Jet, windscreen	Scheibenreinigung, Universal	Window Cleaning, universal	Düse	Nozzle	Waschwasser	Washing Water	Wischerzubehör	1	0	0	Tec Doc
1280	Waschwasserdüse, Scheinwerferreinigung	Washer Fluid Jet, headlight cleaning	Scheinwerferreinigung	Headlight Cleaning	Düse	Nozzle	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
2902	Waschwasserdüse, Scheinwerferreinigung	Washer Fluid Jet, headlight cleaning	Scheinwerferreinigung, Universal	Headlight Cleaning, universal	Düse	Nozzle	Waschwasser	Washing Water	Wischerzubehör	1	0	0	Tec Doc
838	Waschwasserleitung	Pipe, window cleaning	Scheibenreinigung	Window Cleaning	Rohrleitung	Pipe	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
1279	Waschwasserleitung, Scheinwerferreinigung	Washer Fluid Pipe, headlight cleaning	Scheinwerferreinigung	Headlight Cleaning	Rohrleitung	Pipe	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
2903	Waschwasserpumpe, Scheibenreinigung	Water Pump, window cleaning	Scheibenreinigung, Universal	Window Cleaning, universal	Pumpe	Pump	Waschwasser	Washing Water	Wischerzubehör	1	0	0	Tec Doc
794	Waschwasserpumpe, Scheibenreinigung	Water Pump, window cleaning	Scheibenreinigung	Window Cleaning	Pumpe	Pump	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
2904	Waschwasserpumpe, Scheinwerferreinigung	Water Pump, headlight cleaning	Scheinwerferreinigung, Universal	Headlight Cleaning, universal	Pumpe	Pump	Waschwasser	Washing Water	Wischerzubehör	1	0	0	Tec Doc
795	Waschwasserpumpe, Scheinwerferreinigung	Water Pump, headlight cleaning	Scheinwerferreinigung	Headlight Cleaning	Pumpe	Pump	Waschwasser	Washing Water	Wischerzubehör	0	0	0	Tec Doc
337	Wasserabscheider, Druckluftanlage	Water Trap, compressed-air system	Druckluftanlage	Compressed-air System	Abscheider	Trap	Wasser	Water	Druckluftanlage sonstiges	0	0	0	Tec Doc
300302	Wasserenthärter	water softener	NULL	NULL	Wasserenthärter	NULL	NULL	NULL	Zubehör sonstiges	1	0	1	K24
300312	Wasserfleckenentferner	Water stain remover	NULL	NULL	Reiniger	Cleaner	NULL	NULL	Innenraum	1	1	1	K24
2322	Wasserkasten, Kühler	Water Tank, radiator	Kühlung	Cooling System	Kasten	Van	Kühler	Radiator	Ausgleichsbehälter	0	0	0	Tec Doc
19164	Wasserkocher	Water boiler	NULL	NULL	Wasserkocher	Wasserkocher	NULL	NULL	Zubehör sonstiges	1	0	0	DVSE
1260	Wasserpumpe	Water Pump	Kühlung	Cooling System	Pumpe	Pump	Kühlwasser	Coolant Water	Wasserpumpen	0	0	0	Tec Doc
4172	Wasserpumpe + Keilrippenriemensatz	Water Pump + V-Ribbed Belt Set	Kühlung	Cooling System	Wasserpumpen-/Keilrippenriemensatz	Water Pump/V-Ribbed Belt Set	NULL	NULL	Wasserpumpen-Set	0	0	0	Tec Doc
3096	Wasserpumpe + Zahnriemensatz	Water Pump & Timing Belt Set	Kühlung	Cooling System	Wasserpumpen-/Zahnriemensatz	Water Pump-/Timing Belt Set	NULL	NULL	Wasserpumpen-Set	0	0	0	Tec Doc
3301	Wasserpumpenwelle	Water Pump Shaft	Kühlung	Cooling System	Welle	Shaft	Wasserpumpe	Water Pump	Kühlkreislauf sonstiges	0	0	0	Tec Doc
15318	Wasserschieber	water squeegee	Sonstige Handwerkzeuge	Sonstige Handwerkzeuge	Wasserabziehbesen  (Wasserschieber)	Wasserabziehbesen  (Wasserschieber)	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
7809	Wasserschieber	Water Squeegee	Werkstattausrüstung	Workshop Equipment	Wasserschieber	Water Squeegee	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
8697	Wasserschlauch	Water Hose	Werkstattausrüstung	Workshop Equipment	Wasserschlauch	Water Hose	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
4363	Wassersensor, Kraftstoffanlage	Water Sensor, fuel system	Kraftstoffförderanlage	Fuel Supply System	Sensor	Sensor	Wassersensor-Kraftstoffanlage	Fuel System Water Sensor	Sensoren sonstige	0	0	0	Tec Doc
7479	Wasserstoffperoxidlösung	Hydrogen Peroxide Solution	Chemische Produkte	Chemical Products	Wasserstoffperoxidlösung	Hydrogen Peroxide Solution	NULL	NULL	Fahrzeugchemie sonstiges	1	0	1	Tec Doc
10036	Wassertemperaturmesser/-geber	Water temperature probe/sensor	NULL	NULL	Wassertemperaturmesser/-geber	NULL	NULL	NULL	Relais	0	0	0	DVSE
3802	Wasserumwälzpumpe, Motorvorwärmsystem	Water Circulaton Pump, engine preheater system	Komfortsysteme	Comfort Systems	Pumpe	Pump	Motorvorwärmsystem	Engine Preheating System	elektrische Bauteile sonstiges	0	0	0	Tec Doc
6391	Wasserumwälzpumpe, Standheizung	Water Pump, parking heater	Komfortsysteme, Universal	Comfort Systems, universal	Pumpe	Pump	Standheizung	Parking Heater	Standheizung Einzelteile	1	0	0	Tec Doc
999	Wasserumwälzpumpe, Standheizung	Water Pump, parking heater	Komfortsysteme	Comfort Systems	Pumpe	Pump	Standheizung	Parking Heater	Standheizung Einzelteile	0	0	0	Tec Doc
5563	Wasserwaage	Spirit Level	Werkzeug, Universal	Tool, universal	Waage	Scale	Wasserwaage	Spirit Level	Handwerkzeuge	1	0	0	Tec Doc
4318	Wechselrichter	Inverter	Elektrische Universalteile	Electric Universal Parts	Wechselrichter	Inverter	NULL	NULL	Installationsmaterial	1	0	0	Tec Doc
3146	Wechselventil, Bremsdruck	Shuttle Valve, brake pressure	Bremsanlage	Braking System	Ventil	Valve	Bremsdruck	Brake Pressure	Bremshydraulik	0	0	0	Tec Doc
3147	Wechselventil, Kupplungsbetätigung	Shuttle Valve, clutch control	Kupplung	Clutch	Ventil	Valve	Kupplungsbetätigung	Clutch Control	Kupplung sonstiges	0	0	0	Tec Doc
366	Wegehahn	Directional Control Valve	Druckluftanlage	Compressed-air System	Wegehahn	Flow Control Valve	NULL	NULL	Druckluftanlage sonstiges	0	0	0	Tec Doc
6300	Wegeventilblock, Lenkung	Directional Valve Block, steering	Lenkung	Steering	Wegeventilblock	Directional Control Valve Block	NULL	NULL	Lenkungsteile sonstiges	0	0	0	Tec Doc
269	Wegeventilblock, Luftfederung	Directional Control Valve Block, air suspension	Druckluftanlage	Compressed-air System	Wegeventilblock	Directional Control Valve Block	Luftfederung	Air Suspension	Luftfederung	0	0	0	Tec Doc
21744	Wegfahrsperre	Immobilizer	NULL	NULL	Wegfahrsperre	Immobilizer	NULL	NULL	Zubehör sonstiges	1	0	0	DVSE
1332	Wegfahrsperre	Immobilizer	Sicherheitssysteme	Safety Systems	Wegfahrsperre	Immobilizer	NULL	NULL	Wegfahrsperre	0	0	0	Tec Doc
3154	Weitwinkellinse	Wide-angle Lens	Zubehör, Universal	Accessories, universal	Linse	Lens	Weitwinkel	Wide-angle	Zubehör sonstiges	1	0	0	Tec Doc
3567	Weitwinkelspiegel	Wide-Angle Mirror	Fahrerhaus	Driver Cab	Grafik	Graphic	Weitwinkelspiegel	Wide-Angle Mirror	Fahrzeugspiegel aussen	0	0	0	Tec Doc
2961	Weitwinkelspiegel	Wide-Angle Mirror	Fahrerhaus, Universal	Driver Cab, universal	Spiegel	Mirror	Weitwinkel	Wide-angle	Fahrzeugspiegel aussen	1	0	0	Tec Doc
2960	Weitwinkelspiegel	Wide-Angle Mirror	Fahrerhaus	Driver Cab	Spiegel	Mirror	Weitwinkel	Wide-angle	Fahrzeugspiegel aussen	0	0	0	Tec Doc
1927	Welle, Drosselklappe	Shaft, throttle blade	Vergaser	Carburettor	Welle	Shaft	Drosselklappe	Throttle Blade	Vergaser	0	0	0	Tec Doc
8753	Welle, Nebenantrieb	Shaft, power take-off	Nebenantrieb	Power Take-Off	Welle	Shaft	Nebenantrieb	Power Take-Off	Antriebswellen	0	0	0	Tec Doc
4326	Welle, Zentrifugalreiniger	Shaft, centrifugal cleaner	Schmierung	Lubrication	Welle	Shaft	Zentrifugalreiniger	Centrifugal Cleaner	Ölkreislauf	0	0	0	Tec Doc
3346	Wellendichtring	Shaft Seal	Normteile	Standard Parts	Wellendichtring	Shaft Seal	NULL	NULL	DIN / Normteile sonstiges	1	0	0	Tec Doc
3771	Wellendichtring	Shaft Seal	NULL	NULL	Wellendichtring	Shaft Seal	NULL	NULL	Wellendichtringe	0	0	0	Tec Doc
3015	Wellendichtring, Antriebswelle	Seal, drive shaft	Radantrieb	Final Drive	Dichtring	Seal Ring	Antriebswelle	Drive Shaft	Antrieb sonstiges	0	0	0	Tec Doc
3806	Wellendichtring, Antriebswelle (Ölpumpe)	Shaft Seal, drive shaft (oil pump)	Schmierung	Lubrication	Dichtring	Seal Ring	Antriebswelle (Ölpumpe)	Drive Shaft (oil pump)	Dichtungen Motor	0	0	0	Tec Doc
3807	Wellendichtring, Ausrücklagerwelle	Seal, releaser shaft	Kupplung	Clutch	Dichtring	Seal Ring	Ausrücklagerwelle	Releaser Shaft	Kupplung sonstiges	0	0	0	Tec Doc
1687	Wellendichtring, Außenplanetengetriebe	Seal, planetary gearbox	Radantrieb	Final Drive	Dichtring	Seal Ring	Außenplanetengetriebe	Planetary Gearbox	Antrieb sonstiges	0	0	0	Tec Doc
626	Wellendichtring, Automatikgetriebe	Shaft Seal, automatic transmission	Automatikgetriebe	Automatic Transmission	Dichtring	Seal Ring	Getriebewelle	Transmission Shaft	Automatikgetriebe sonstiges	0	0	0	Tec Doc
1608	Wellendichtring, Automatikgetriebeflansch	Shaft Seal, automatic transmission flange	Automatikgetriebe	Automatic Transmission	Dichtring	Seal Ring	Gelenkflansch	Joint Flange	Automatikgetriebe sonstiges	0	0	0	Tec Doc
2756	Wellendichtring, Bremsnockenwelle	Seal, brake camshaft	Bremsanlage	Braking System	Dichtring	Seal Ring	Bremsnockenwelle	Brake Camshaft	Dichtungen Bremse	0	0	0	Tec Doc
630	Wellendichtring, Differential	Shaft Seal, differential	Achsantrieb	Axle Drive	Dichtring	Seal Ring	Differential	Differential	Differential sonstiges	0	0	0	Tec Doc
3968	Wellendichtring, Einspritzpumpe	Shaft Seal, injector pump	Gemischaufbereitung	Mixture Formation	Dichtring	Seal Ring	Einspritzpumpe	Injection Pump	Dichtungen Motor	0	0	0	Tec Doc
2757	Wellendichtring, Feststellbremswelle	Shaft Seal, parking brake shaft	Bremsanlage	Braking System	Dichtring	Seal Ring	Feststellbremswelle	Parking Brake Shaft	Dichtungen Bremse	0	0	0	Tec Doc
2111	Wellendichtring, Gelenkwellenmittellager	Shaft Seal, propshaft centre bearing	Achsantrieb	Axle Drive	Dichtring	Seal Ring	Gelenkwellenmittellager	Propshaft Centre Bearing	Antrieb sonstiges	0	0	0	Tec Doc
3809	Wellendichtring, Kompressorwelle	Shaft Seal, compressor shaft	Klimaanlage	Air Conditioning	Dichtring	Seal Ring	Kompressorwelle	Compressor Shaft	Einzel- und Kleinteile Heizung & Klima	0	0	0	Tec Doc
572	Wellendichtring, Kurbelwelle	Shaft Seal, crankshaft	Kurbeltrieb	Crankshaft Drive	Dichtring	Seal Ring	Kurbelwelle	Crankshaft	Wellendichtringe	0	0	0	Tec Doc
3424	Wellendichtring, Lenkgetriebe	Shaft Seal, steering gear	Lenkung	Steering	Dichtring	Seal Ring	Lenkgetriebe	Steering Gear	Lenkungsteile sonstiges	0	0	0	Tec Doc
636	Wellendichtring, Nebenantrieb	Shaft Seal, power take-off	Nebenantrieb	Power Take-Off	Dichtring	Seal Ring	NULL	NULL	Antrieb sonstiges	0	0	0	Tec Doc
757	Wellendichtring, Nockenwelle	Shaft Seal, camshaft	Motorsteuerung	Engine Timing	Dichtring	Seal Ring	Nockenwelle	Camshaft	Wellendichtringe	0	0	0	Tec Doc
2145	Wellendichtring, Ölpumpe	Shaft Seal, oil pump	Schmierung	Lubrication	Dichtring	Seal Ring	Ölpumpe	Oil Pump	Ölkreislauf	0	0	0	Tec Doc
1654	Wellendichtring, Radlager	Shaft Seal, wheel bearing	Radaufhängung	Wheel Suspension	Dichtring	Seal Ring	Radlager	Wheel Bearing	Fahrwerk sonstiges	0	0	0	Tec Doc
656	Wellendichtring, Radnabe	Shaft Seal, wheel hub	Radaufhängung	Wheel Suspension	Dichtring	Seal Ring	Radnabe	Wheel Hub	Fahrwerk sonstiges	0	0	0	Tec Doc
624	Wellendichtring, Schaltgetriebe	Shaft Seal, manual transmission	Schaltgetriebe	Manual Transmission	Dichtring	Seal Ring	Getriebewelle	Transmission Shaft	Schaltgetriebe sonstiges	0	0	0	Tec Doc
1607	Wellendichtring, Schaltgetriebeflansch	Shaft Seal, manual transmission flange	Schaltgetriebe	Manual Transmission	Dichtring	Seal Ring	Gelenkflansch	Joint Flange	Schaltgetriebe sonstiges	0	0	0	Tec Doc
3808	Wellendichtring, Schaltgetriebehauptwelle	Shaft Seal, manual transmission main shaft	Schaltgetriebe	Manual Transmission	Dichtring	Seal Ring	Schaltgetriebehauptwelle	Manual Transmission Main Shaft	Schaltgetriebe sonstiges	0	0	0	Tec Doc
3811	Wellendichtring, Servopumpe	Shaft Seal, power steering pump	Lenkung	Steering	Dichtring	Seal Ring	Servopumpe	Power Steering Pump	Lenkungsteile sonstiges	0	0	0	Tec Doc
3425	Wellendichtring, Tachoantrieb	Shaft Seal, speedometer drive	Instrumente	Instruments	Dichtring	Seal Ring	Tachoantrieb	Speedometer Drive	Antrieb sonstiges	0	0	0	Tec Doc
633	Wellendichtring, Verteilergetriebe	Shaft Seal, transfer case	Achsantrieb	Axle Drive	Dichtring	Seal Ring	Verteilergetriebewelle	Transfer Gear Shaft	Differential sonstiges	0	0	0	Tec Doc
3427	Wellendichtring, Vorgelegewelle	Shaft Seal, countershaft	Schaltgetriebe	Manual Transmission	Dichtring	Seal Ring	Vorgelegewelle	Countershaft	Schaltgetriebe sonstiges	0	0	0	Tec Doc
3423	Wellendichtring, Wasserpumpenwelle	Shaft Seal, water pump shaft	Kühlung	Cooling System	Dichtring	Seal Ring	Wasserpumpenwelle	Water Pump Shaft	Kühlkreislauf sonstiges	0	0	0	Tec Doc
