Genart-Nr;Genart-DE;Genart-EN;Subcategory;Std-Desc;AssemblyGroup-DE;AssemblyGroup-EN;IsUniversalGenericArticle;IsDangerousGoods;IsHazardousSubstance
5918;Befüllgerät, Getriebeöl;Filling Device, transmission oil;Werkstattaus-/einrichtung sonstiges;Befüllgerät;Werkstattausrüstung;Workshop Equipment;1;0;0
6447;Befüllschlauch, Füll-/ Entnahmepumpe;Filler Hose, fill/extraction pump;Werkstattaus-/einrichtung sonstiges;Schlauch;Werkstattausrüstung;Workshop Equipment;1;0;0
6437;Befüllschlauch, Getriebe;Filling Hose, transmission;Werkstattaus-/einrichtung sonstiges;Schlauch;Werkstattausrüstung;Workshop Equipment;1;0;0
6439;Befüllschlauch, Lamellenkupplung-Allradantrieb;Filling Hose, all-wheel-drive coupling;Werkstattaus-/einrichtung sonstiges;Schlauch;Werkstattausrüstung;Workshop Equipment;1;0;0
2490;Begrenzungsleuchte;Outline Lamp;Beleuchtung sonstiges;Leuchte;Beleuchtung, Universal;Lighting System, universal;1;0;0
294;Begrenzungsleuchte;Outline Lamp;Beleuchtung sonstiges;Leuchte;Beleuchtung;Lights;0;0;0
5094;Begrenzungsstab;Marker Pole;Karosserieteile sonstiges;Begrenzungsstab;Karosserie;Body;0;0;0
5095;Begrenzungsstab;Marker Pole;Karosserieteile sonstiges;Begrenzungsstab;Karosserie, Universal;Body Parts, universal;1;0;0
1450;Behälter;Tank;Ausgleichsbehälter;Behälter;NULL;NULL;0;0;0
7378;Behälter, Bremsflüssigkeitsbefüllung;Container, brake fluid filling;Werkzeuge sonstiges;Behälter;Spezialwerkzeuge, Zweirad-Universal;Special Tools, motorcycle, universal;1;0;0
9015;Behälter, Einspritzdüsenprüfgerät;Container, injector nozzle test device;Prüf- und Testgeräte;Behälter;Werkzeug, Universal;Tool, universal;1;0;0
9082;Behälter, Öl-Entlüftungsgerät;Container, oil bleeding device;Handwerkzeuge;Behälter;Werkzeug, Universal;Tool, universal;1;0;0
9288;Behälter, Prüfgerät-Kraftstoffsystemdruck;Container, fuel system pressure tester;Prüf- und Testgeräte;Behälter;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
6620;Beheizung, Tankeinheit (Harnstoffeinspritzung);Heating, tank unit (urea injection);Abgasanlage sontiges;Heizung;Abgasanlage;Exhaust System;0;0;0
1956;Beheizung, Vergaser;Heating, carburettor;Vergaser;Heizung;Vergaser;Carburettor;0;0;0
6700;Beil;Hatchet;Handwerkzeuge;Beil;Werkzeug, Universal;Tool, universal;1;0;0
5968;Beizpaste;Pickling Paste;Außen und Lack;Beizpaste;Chemische Produkte;Chemical Products;1;0;1
23320;Bekleidungszubehör;Clothing accessories;Merchandising (kfzteile24);Bekleidungszubehör;Bekleidung;Bekleidung;1;0;0
11401;Belaghaltersatz;Pad holder set;Zubehör sonstiges;Belaghaltersatz;NULL;NULL;0;0;0
4379;Belaglamelle, Automatikgetriebe;Lining Disc, automatic transmission;Automatikgetriebe sonstiges;Belaglamelle;Automatikgetriebe;Automatic Transmission;0;0;0
3070;Belaglamellensatz, Automatikgetriebe;Lining Disc Set, automatic transmission;Automatikgetriebe sonstiges;Belaglamellensatz;Automatikgetriebe;Automatic Transmission;0;0;0
5359;Belaglamellensatz, Kupplung;Lining Disc Set, clutch;Kupplung sonstiges;Belaglamellensatz;Kupplung;Clutch;0;0;0
15284;Benzinadditive;Petrol additives;Additive;Benzinadditive;NULL;NULL;1;1;1
15092;Benzindruckprüfgerät;Fuel pressure tester;Prüf- und Testgeräte;Benzindruckprüfgerät;Prüfgeräte;Prüfgeräte;1;0;0
6570;Berufsschuhe;Work Shoes;Arbeitsschutz, Bekleidung;Berufsschuhe;Schutzkleidung/-ausrüstung;Protective Clothing/Equipment;1;0;0
7432;Beschlag, Zurrschiene;Fitting, lashing rail;Anhänger;Beschlag;Ladungssicherung;Load Securing;1;0;0
1959;Beschleunigerpumpe, Vergaser;Accelerator Pump, carburettor;Vergaser;Pumpe;Vergaser;Carburettor;0;0;0
5351;Besen;Broom;Werkstattaus-/einrichtung sonstiges;Besen;Werkstattausrüstung;Workshop Equipment;1;0;0
8086;Besen-/Schaufelstiel;Broom/Shovel Handle;Werkstattaus-/einrichtung sonstiges;Besen-/Schaufelstiel;Werkstattausrüstung;Workshop Equipment;1;0;0
6187;Bestückungszange;Assembly Pliers;Handwerkzeuge;Zange;Werkzeug, Universal;Tool, universal;1;0;0
8663;Betankungssystem;Refuelling System;Werkstattaus-/einrichtung sonstiges;Betankungssystem;Werkstattausrüstung;Workshop Equipment;1;0;0
7277;Betätigungshebel, Exzenterschleifer;Actuating Lever, random orbit sander;Handwerkzeuge;Betätigungshebel;Werkzeug, Universal;Tool, universal;1;0;0
7182;Betätigungshebel, Ratschenschrauber;Actuating Lever, ratchet screwdriver;Handwerkzeuge;Betätigungshebel;Werkzeug, Universal;Tool, universal;1;0;0
7113;Betätigungshebel, Schlagschrauber;Actuating Lever, impact screwdriver;Handwerkzeuge;Betätigungshebel;Werkzeug, Universal;Tool, universal;1;0;0
9203;Betätigungshebel, Stabschleifer;Actuation Lever, straight grinder;Mittelkonsole;Betätigungshebel;Werkzeug, Universal;Tool, universal;1;0;0
7324;Betätigungshebel, Stichsäge;Actuating Lever, jigsaw;Handwerkzeuge;Betätigungshebel;Werkzeug, Universal;Tool, universal;1;0;0
9226;Betätigungshebel, Tiefenschleifer;Actuating Lever, extended grinder;Mittelkonsole;Betätigungshebel;Werkzeug, Universal;Tool, universal;1;0;0
9204;Betätigungshebel, Winkelschleifer;Actuation Lever, angle grinder;Mittelkonsole;Betätigungshebel;Werkzeug, Universal;Tool, universal;1;0;0
9224;Betätigungsschalter, Multi-Schleifer;Actuating Switch, multi-grinder;Mittelkonsole;Betätigungsschalter;Werkzeug, Universal;Tool, universal;1;0;0
7262;Betätigungsschalter, Ratschenschrauber;Actuating Lever, ratchet screwdriver;Handwerkzeuge;Betätigungsschalter;Werkzeug, Universal;Tool, universal;1;0;0
5651;Betätigungsstange, Kraftstoffhahn;Fuel Tap Lever;Gemischaufbereitung sonstiges;Stange;Kraftstoffförderanlage;Fuel Supply System;0;0;0
5661;Betonbohrer;Concrete Drill;Handwerkzeuge;Bohrer;Werkzeug, Universal;Tool, universal;1;0;0
9488;Betonbohrersatz;Concrete Drilling Kit;Handwerkzeuge;Bohrersatz;Werkzeug, Universal;Tool, universal;1;0;0
2679;Betriebsstundenzähler;Service Hour Counter;Anzeigen Innenraum;Anzeige;Instrumente, Universal;Instruments, universal;1;0;0
1400;Betriebsstundenzähler;Service Hour Counter;Anzeigen Innenraum;Anzeige;Instrumente;Instruments;0;0;0
6421;Beutel, Radschrauben;Bag, wheel bolts;Werkstattaus-/einrichtung sonstiges;Beutel;Werkstattausrüstung;Workshop Equipment;1;0;0
8664;Beutel, Trockensauger;Bag, dry vacuum cleaner;Werkstattaus-/einrichtung sonstiges;Beutel;Werkstattausrüstung;Workshop Equipment;1;0;0
8496;Bewegungsmelder;Movement Detector;Werkstattaus-/einrichtung sonstiges;Bewegungsmelder;Werkstattausrüstung;Workshop Equipment;1;0;0
4596;Bewegungssensor, Alarmanlage;Movement Sensor, alarm system;Alarmanlage;Sensor;Sicherheitssysteme, Universal;Security Systems, universal;1;0;0
6490;Bewehrungsmatte, Kunststoffreparatur;Reinforcement Mesh, plastic repairs;Karrosserieschutz;Bewehrungsmatte;Chemische Produkte;Chemical Products;1;0;0
10015;Bezüge, Lammfell;Covering, sheepskin;Innenausstattung;Bezüge, Lammfell;NULL;NULL;0;0;0
10016;Bezüge, Vordersitz;Covering, front seat;Innenausstattung;Bezüge, Vordersitz;NULL;NULL;0;0;0
6940;Biegeeisen;Bending Irons;Werkzeuge sonstiges;Biegeeisen;Bauwerkzeuge;Building Tools;1;0;0
1918;Biegefeder, Vergaser;Bender Spring, carburettor;Vergaser;Feder;Vergaser;Carburettor;0;0;0
7970;Biegeform, Exzenter-Winkelbiegegerät;Bending Form, eccentric angle bending device;Handwerkzeuge;Biegeform;Werkzeug, Universal;Tool, universal;1;0;0
7473;Biegeform, Rohrbiegegerät;Bending Form, pipe bender;Handwerkzeuge;Biegeform;Werkzeug, Universal;Tool, universal;1;0;0
7472;Biegeform, Rohrbiegewerkzeug;Bending Form, pipe bender;Handwerkzeuge;Biegeform;Werkzeug, Universal;Tool, universal;1;0;0
7547;Biegehebel, Rohrbiegewerkzeug;Bending Lever, pipe bending tool;Handwerkzeuge;Biegehebel;Werkzeug, Universal;Tool, universal;1;0;0
9774;Biegewelle, Biegewellensystem;Flexible Shaft, flexible shaft system;Handwerkzeuge;Welle;Werkzeug, Universal;Tool, universal;1;0;0
9773;Biegewellenhülse, Biegewellensystem;Flexible Shaft Sleeve, flexible shaft system;Handwerkzeuge;Hülse;Werkzeug, Universal;Tool, universal;1;0;0
9525;Biegewerkzeug, Bremsleitung;Bending Tool, brake line;Handwerkzeuge;Biegewerkzeug;Werkzeug, Universal;Tool, universal;1;0;0
9524;Biegewerkzeugsatz, Bremsleitung;Bending Tool Set, brake line;Handwerkzeuge;Biegewerkzeugsatz;Werkzeug, Universal;Tool, universal;1;0;0
6910;Bindemittel;Binding Agent;Werkstattaus-/einrichtung sonstiges;Bindemittel;Chemische Produkte;Chemical Products;1;0;1
9576;Bit, Klimaanlagenventil;Bit, air conditioning system valve;Werkzeuge sonstiges;Bit;Werkzeug, Universal;Tool, universal;1;0;0
7297;Bit, Ölablassschraube;Bit, oil drain plug;Handwerkzeuge;Bit;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7864;Bit-Adapter, Ratschen-Ringschlüssel;Bit Adapter, ratchet ring spanner;Handwerkzeuge;Adapter;Werkzeug, Universal;Tool, universal;1;0;0
6626;Bit-Doppelratschenringschlüssel;Bit, reversible ratchet;Handwerkzeuge;Bit-Ratschenringschlüssel;Werkzeug, Universal;Tool, universal;1;0;0
6377;Bithalter;Bit Holder;Werkzeugverbrauchsmaterial;Halter;Werkzeug, Universal;Tool, universal;1;0;0
6746;Bithalter, Werkzeuglochtafel;Bit Holder, pegboard tool wall;Werkstattaus-/einrichtung sonstiges;Bithalter;Werkstattausrüstung;Workshop Equipment;1;0;0
10494;Bit-Satz;Bit set;Handwerkzeuge;Schraubendreherklingen;Schraubendreherklingen;Schraubendreherklingen;1;0;0
6623;Bit-Schraubendreher;Bit Screwdriver;Handwerkzeuge;Bit-Schraubendreher;Werkzeug, Universal;Tool, universal;1;0;0
6631;Bit-Schraubendrehersatz;Bit Screwdriver Set;Handwerkzeuge;Bit-Schraubendrehersatz;Werkzeug, Universal;Tool, universal;1;0;0
6624;Bit-Umschaltknarre;Reversible Ratchet Bit;Handwerkzeuge;Bit-Umschaltknarre;Werkzeug, Universal;Tool, universal;1;0;0
9289;Blattbohrer, Rohrleitung (Sanitär);Blade Drill Bit, piping (sanitary);Handwerkzeuge;Bohrer;Werkzeug, Universal;Tool, universal;1;0;0
26170;Blattfeder;LEAF SPRING;Blattfeder;Blattfeder;NULL;NULL;0;0;0
7690;Blattfeder, Nachsteller-Trommelbremse (Anhänger);Leaf Spring, drum brake adjuster (trailer);Bremsenteile sonstiges;Blattfeder;Anhänger;Trailer;1;0;0
3300;Blattfederanschlag, Zusatzfeder;Leave Spring Stop, auxiliary spring;Federung sonstiges;Blattfederanschlag;Federung/Dämpfung;Suspension/Damping;0;0;0
3527;Blattfederung;Leaf Spring Suspension;Blattfeder;Grafik;Federung/Dämpfung;Suspension/Damping;0;0;0
8351;Blechknabber (Akku);Sheet Metal Nibbler (rechargeable battery);Elektrowerkzeuge;Blechknabber (Akku);Werkzeug, Universal;Tool, universal;1;0;0
8322;Blechknabber (Druckluft);Sheet Metal Nibbler (compressed air);Druckluftwerkzeuge;Blechknabber (Druckluft);Werkzeug, Universal;Tool, universal;1;0;0
8373;Blechknabber (Netzgebunden);Sheet Metal Nibbler (mains);Elektrowerkzeuge;Blechknabber (Netzgebunden);Werkzeug, Universal;Tool, universal;1;0;0
19054;Blechmutter;Speed nut;DIN / Normteile sonstiges;Mutter;NULL;NULL;1;0;0
6063;Blechmutter;Sheet Metal Nut;DIN / Normteile sonstiges;Mutter;Normteile;Standard Parts;1;0;0
5609;Blechschälbohrer;Sheet Metal Cone Bit;Handwerkzeuge;Bohrer;Werkzeug, Universal;Tool, universal;1;0;0
6706;Blechschälbohrer-Satz;Sheet Metal Conical Drill Bit Set;Handwerkzeuge;Blechschälbohrer-Satz;Werkzeug, Universal;Tool, universal;1;0;0
8403;Blechschere (Akku);Sheet Metal Shears (rechargeable battery);Elektrowerkzeuge;Blechschere (Akku);Werkzeug, Universal;Tool, universal;1;0;0
8402;Blechschere (Druckluft);Sheet Metal Shears (compressed air);Druckluftwerkzeuge;Blechschere (Druckluft);Werkzeug, Universal;Tool, universal;1;0;0
8398;Blechschere (Netzgebunden);Sheet Metal Shears (mains);Elektrowerkzeuge;Blechschere (Netzgebunden);Werkzeug, Universal;Tool, universal;1;0;0
6752;Blechscheren-Satz;Sheet Metal Shears Set;Handwerkzeuge;Blechscheren-Satz;Werkzeug, Universal;Tool, universal;1;0;0
6051;Blechschraube;Sheet Metal Screw;DIN / Normteile sonstiges;Schraube;Normteile;Standard Parts;1;0;0
26062;Bleiersatz;lead replacement;Fahrzeugchemie sonstiges;Bleiersatz;Chemische Produkte;Chemical Products;1;1;1
7974;Bleihammer;Lead Hammer;Handwerkzeuge;Bleihammer;Werkzeug, Universal;Tool, universal;1;0;0
8082;Bleistift;Pencil;Handwerkzeuge;Bleistift;Werkzeug, Universal;Tool, universal;1;0;0
729;Blende, Arbeitsscheinwerfer;Cover, worklight;Beleuchtung sonstiges;Blende;Beleuchtung;Lights;0;0;0
2476;Blende, Außenspiegel;Cover, outside mirror;Fahrerhaus sonstiges;Blende;Fahrerhaus;Driver Cab;0;0;0
856;Blende, Fernscheinwerfer;Cover, spotlight;Karosserie Kunststoff sonstiges;Blende;Beleuchtung;Lights;0;0;0
60;Blende, Hauptscheinwerfer;Eyelid, headlight;Karosserie Kunststoff sonstiges;Blende;Beleuchtung;Lights;0;0;0
2968;Blende, Heckklappe;Cover, tailgate;Karosserie Montageteile;Blende;Karosserie;Body;0;0;0
1514;Blende, Heizungsregulierung;Cover, heater control;Einzel- und Kleinteile Heizung & Klima;Blende;Heizung/Lüftung;Heating/Ventilation;0;0;0
1508;Blende, Kühlergitter;Cover, radiator grille;Zier-/Schutzleisten;Blende;Karosserie;Body;0;0;0
19;Blende, Nebelscheinwerfer;Eyelid, fog light;Karosserie Kunststoff sonstiges;Blende;Beleuchtung;Lights;0;0;0
5728;Blende, Nebelschlussleuchte;Eyelid, rear fog light;Karosserie Kunststoff sonstiges;Blende;Beleuchtung, Universal;Lighting System, universal;1;0;0
3453;Blende, Nebelschlussleuchte;Eyelid, rear fog light;Karosserie Kunststoff sonstiges;Blende;Beleuchtung;Lights;0;0;0
20;Blende, Stoßfänger;Cover, bumper;Karosserie Kunststoff sonstiges;Blende;Karosserie;Body;0;0;0
722;Blende, Suchscheinwerfer;Cover, searchlight;Karosserie Kunststoff sonstiges;Blende;Beleuchtung;Lights;0;0;0
2203;Blinddeckel, Anzeige-Instrument;Lid, gauge;Anzeigen Innenraum;Deckel;Instrumente;Instruments;0;0;0
5885;Blinddeckel, Schalter;Blind Cover, switch;elektrische Bauteile sonstiges;Deckel;Komfortsysteme;Comfort Systems;0;0;0
5368;Blindkappe, Drucklufttechnik;Dummy Cap, compressed air system;Druckluftwerkzeuge;Kappe;Werkstattausrüstung;Workshop Equipment;1;0;0
4606;Blindniet;Blind Rivet;DIN / Normteile sonstiges;Niet;Normteile;Standard Parts;1;0;0
8867;Blindnietadapter, Bohrmaschine;Blind Rivet Adapter, drill;Handwerkzeuge;Blindnietadapter;Werkzeug, Universal;Tool, universal;1;0;0
8575;Blindnietmutter;Blind Rivet Nut;DIN / Normteile sonstiges;Blindnietmutter;Normteile;Standard Parts;1;0;0
4708;Blindnietzange;Riveting Pliers;Handwerkzeuge;Blindnietzange;Werkzeug, Universal;Tool, universal;1;0;0
6551;Blindnietzangen-Satz;Blind Rivet Pliers Set;Handwerkzeuge;Blindnietzangen-Satz;Werkzeug, Universal;Tool, universal;1;0;0
5369;Blindstopfen, Drucklufttechnik;Dummy Stop, compressed air technology;Druckluftwerkzeuge;Stopfen;Werkstattausrüstung;Workshop Equipment;1;0;0
10021;Blinker, Außenspiegel;mirrows, turn signal;Blinker;Blinker, Außenspiegel;NULL;NULL;0;0;0
2520;Blinkerschalter;Control Stalk, indicators;Schalter Innenraum;Schalter;Signalanlage, Universal;Signal System, universal;1;0;0
812;Blinkerschalter;Control Stalk, indicators;Schalter Innenraum;Schalter;Signalanlage;Signal System;0;0;0
2518;Blinkgeber;Flasher Unit;elektrische Bauteile sonstiges;Relais;Signalanlage, Universal;Signal System, universal;1;0;0
61;Blinkgeber;Flasher Unit;elektrische Bauteile sonstiges;Relais;Signalanlage;Signal System;0;0;0
2504;Blinkleuchte;Indicator;Blinker;Leuchte;Signalanlage, Universal;Signal System, universal;1;0;0
62;Blinkleuchte;Indicator;Blinker;Leuchte;Signalanlage;Signal System;0;0;0
64;Blinkleuchtengrill;Indicator Grille;Beleuchtung sonstiges;Gitter;Signalanlage;Signal System;0;0;0
3235;Blinkleuchtensatz;Indicator Set;Blinker;Leuchtensatz;Signalanlage, Universal;Signal System, universal;1;0;0
3174;Blinkleuchtensatz;Indicator Set;Blinker;Leuchtensatz;Signalanlage;Signal System;0;0;0
4423;Blinkmodul;Indicator Module;elektrische Bauteile sonstiges;Blinkmodul;Signalanlage, Universal;Signal System, universal;1;0;0
2526;Blitz-Kennleuchte;Strobe-type Beacon;Beleuchtung sonstiges;Leuchte;Signalanlage, Universal;Signal System, universal;1;0;0
4227;Blumenvase, Armaturenbrett;Flower Vase, dashboard;Innenausstattung;Blumenvase;Innenausstattung;Interior Equipment;0;0;0
6206;Boardhalter, Dachträger;Board Holder, roof rack;Lastenträger;Boardhalter;Transportvorrichtung, Universal;Carrier Unit, Universal;1;0;0
2949;Bodendisplay;Floor Display;Werkstattaus-/einrichtung sonstiges;Verkaufsdisplay;Werkstattgeräte;Workshop Devices;1;0;0
7567;Bodenlüfter;Floor Fan;Anhänger;Bodenlüfter;Anhänger;Trailer;1;0;0
5707;Bodenniveauausgleich, Hebebühne;Floor Level Balance;Werkstattaus-/einrichtung sonstiges;Bodenniveauausgleich;Werkstattausrüstung;Workshop Equipment;1;0;0
26261;Bodenpoliermaschine;floor polisher;Werkstattaus-/einrichtung sonstiges;Bodenreinigungsautomat;Werkstattausrüstung;Workshop Equipment;1;0;0
7588;Bodenrolle, Ladebordwand;Floor Roller, tail lift;Karosserieteile sonstiges;Rolle;Karosserie, Universal;Body Parts, universal;1;0;0
26479;Bodenrolle/Einzelteile, Ladebordwand;Bodenrolle/Einzelteile, Ladebordwand;Karosserieteile sonstiges;Bodenrolle;Ladebordwand;Ladebordwand;1;0;0
7765;Bodenrollensatz, Ladebordwand;Floor Roller Set, tail lift;Karosserieteile sonstiges;Rollensatz;Karosserie, Universal;Body Parts, universal;1;0;0
6451;Bodenständer, Putz-Papierrolle;Floor Stand, cleaning paper roll;Werkstattaus-/einrichtung sonstiges;Ständer;Werkstattausrüstung;Workshop Equipment;1;0;0
8672;Bodenwischer;Floor Mop;Werkstattaus-/einrichtung sonstiges;Bodenwischer;Werkstattausrüstung;Workshop Equipment;1;0;0
5953;Bohr-/ Schneidöl;Drilling/Cutting Oil;Fahrzeugpflege sonstiges;Öl;Chemische Produkte;Chemical Products;1;1;1
5965;Bohr-/ Schneidpaste;Drilling/Cutting Paste;Fahrzeugpflege sonstiges;Bohr-/ Schneidpaste;Chemische Produkte;Chemical Products;1;0;0
4618;Bohrer;Drill Bit;Handwerkzeuge;Bohrer;Werkzeug, Universal;Tool, universal;1;0;0
6732;Bohrer-/Innensechskanthalter, Werkzeuglochtafel;Drill Bit / Female Hex Holder, tool pegboard;Werkstattaus-/einrichtung sonstiges;Bohrer-/Innensechskanthalter;Werkstattausrüstung;Workshop Equipment;1;0;0
5512;Bohrerbit;Drill Bit;Handwerkzeuge;Bit;Werkzeug, Universal;Tool, universal;1;0;0
26008;Bohrersatz;drill set;Handwerkzeuge;Bohrersatz;Einsatzwerkzeuge;Einsatzwerkzeuge;1;0;0
4717;Bohrfutter;Drill Chuck;Werkstattaus-/einrichtung sonstiges;Bohrfutter;Werkstattgeräte;Workshop Devices;1;0;0
7362;Bohrfutterschlüssel;Chuck Key;Handwerkzeuge;Bohrfutterschlüssel;Werkzeug, Universal;Tool, universal;1;0;0
8352;Bohrhammer (Akku);Hammer Drill (rechargeable battery);Elektrowerkzeuge;Bohrhammer (Akku);Werkzeug, Universal;Tool, universal;1;0;0
8388;Bohrhammer (Netzgebunden);Hammer Drill (mains);Elektrowerkzeuge;Bohrhammer (Netzgebunden);Werkzeug, Universal;Tool, universal;1;0;0
5617;Bohrkopf;Drill Head;Handwerkzeuge;Bohrkopf;Werkzeug, Universal;Tool, universal;1;0;0
4713;Bohrkrone;Drill Bit;Handwerkzeuge;Bohrkrone;Werkzeug, Universal;Tool, universal;1;0;0
7301;Bohrkrone, Schweißpunktfräser;Core Drill, spot weld milling cutter;Handwerkzeuge;Bohrkrone;Werkzeug, Universal;Tool, universal;1;0;0
9142;Bohrkronensatz;Core Drill Bit Set;Handwerkzeuge;Bohrkronensatz;Werkzeug, Universal;Tool, universal;1;0;0
7231;Bohrkronensatz, Schweißpunktfräser;Core Drill Bit Set, spot weld milling cutter;Handwerkzeuge;Bohrkronensatz;Werkzeug, Universal;Tool, universal;1;0;0
6941;Bohrlehre;Drilling Jig;Handwerkzeuge;Bohrlehre;Werkzeug, Universal;Tool, universal;1;0;0
4653;Bohrlehrensatz, Stehbolzen;Drill Gauge Set, studs;Handwerkzeuge;Lehrensatz;Werkzeug, Universal;Tool, universal;1;0;0
7298;Bohrlochbürste;Bore Hole Brush;Handwerkzeuge;Bohrlochbürste;Werkzeug, Universal;Tool, universal;1;0;0
8404;Bohrmaschine (Akku);Drill (rechargeable battery);Elektrowerkzeuge;Bohrmaschine (Akku);Werkzeug, Universal;Tool, universal;1;0;0
8324;Bohrmaschine (Druckluft);Drill (compressed air);Druckluftwerkzeuge;Bohrmaschine (Druckluft);Werkzeug, Universal;Tool, universal;1;0;0
8375;Bohrmaschine (Netzgebunden);Drill (mains);Elektrowerkzeuge;Bohrmaschine (Netzgebunden);Werkzeug, Universal;Tool, universal;1;0;0
8623;Bohrstaubfänger;Drilling Dust Trap;Mittelkonsole;Bohrstaubfänger;Werkzeug, Universal;Tool, universal;1;0;0
8855;Bohrungsmesswerkzeug;Bore Measurement Tool;Werkzeuge sonstiges;Bohrungsmesswerkzeug;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
3264;Bolzen;Bolt;Abgas-Montagetechnik;Bolzen;NULL;NULL;0;0;0
3684;Bolzen;Bolt;DIN / Normteile sonstiges;Bolzen;Normteile;Standard Parts;1;0;0
3039;Bolzen, Achsfangseil-Lagerbock;Bolt, axle support cable mounting;Federung sonstiges;Bolzen;Federung/Dämpfung;Suspension/Damping;0;0;0
5934;Bolzen, Achsstrebe;Bolt, axle strut;Fahrwerk sonstiges;Bolzen;Radaufhängung;Wheel Suspension;0;0;0
3180;Bolzen, Ausrückgabel;Bolt, release fork;Kupplung sonstiges;Bolzen;Kupplung;Clutch;0;0;0
2719;Bolzen, Bremsbackenrolle;Pin, brake shoe sleeve;Bremsenteile sonstiges;Bolzen;Bremsanlage;Braking System;0;0;0
5993;Bolzen, Bremshebel-Feststellbremse;Bolt, parking brake lever;Bremsenteile sonstiges;Bolzen;Bremsanlage;Braking System;0;0;0
3984;Bolzen, Gabelkopf (Kupplungsverstärker);Bolt, fork head (clutch booster);Druckluftanlage sonstiges;Bolzen;Druckluftanlage;Compressed-air System;0;0;0
5058;Bolzen, Planetengetriebe;Bolts, planetary gear;Automatikgetriebe sonstiges;Bolzen;Automatikgetriebe;Automatic Transmission;0;0;0
4007;Bolzen, Synchronkörper-Außenplanetengetriebe;Bolts, outer planetary gear synchronizer body;DIN / Normteile sonstiges;Bolzen;Radantrieb;Final Drive;0;0;0
4048;Bolzen, Zugstangengabel-Niveauausgleichsventil;Bolts, level compensation valve draw bar fork;Anhänger;Bolzen;Fahrerhaus;Driver Cab;0;0;0
5592;Bolzenausdreher;Bolt Extractor;Handwerkzeuge;Bolzenausdreher;Werkzeug, Universal;Tool, universal;1;0;0
